y;X1;X2;X3;X4;X5;X6;X7;X8
0.00;0.75;0.6;0.714285714;0.473684211;0.333333333;0.974842767;0;0.916666667
1.00;0.5;0.43902439;0.55;0.333333333;0.307692308;0.95035461;1;0.625
0.00;0.67;0.463414634;0.571428571;0.35;0.384615385;1.052238806;0;0.75
1.00;0.33;0.365853659;0.35;0.380952381;0.1875;0.930232558;1;0.541666667
0.00;0.33;0.365853659;0.380952381;0.35;0.5625;1.075;0;0.458333333
1.00;0.33;0.390243902;0.5;0.285714286;0.066666667;1.802631579;1;0.666666667
0.00;0.58;0.268292683;0.380952381;0.15;0.733333333;0.554744526;0;0.166666667
0.00;0.25;0.146341463;0.1;0.19047619;0.35;0.972727273;1;0.041666667
0.00;0.42;0.341463415;0.333333333;0.35;0.45;1.028037383;0;0.5
1.00;0.17;0.365853659;0.4;0.333333333;0.464285714;1.142857143;1;0.416666667
0.00;0.33;0.2;0.19047619;0.210526316;0.178571429;0.875;0;0.083333333
1.00;0.58;0.317073171;0.5;0.142857143;0.296296296;1.025641026;1;0.375
0.00;0.58;0.268292683;0.285714286;0.25;0.407407407;0.975;0;0.333333333
0.00;0.25;0.170731707;0.1;0.238095238;0;0.506944444;1;0
1.00;0.67;0.243902439;0.333333333;0.15;1;1.97260274;0;0.25
0.00;0.42;0.325;0.421052632;0.238095238;0.333333333;0.776978417;1;0.291666667
1.00;0.5;0.390243902;0.380952381;0.4;0.5;1.287037037;0;0.583333333
0.00;0.33;0.219512195;0.4;0.047619048;0.642857143;0.653543307;1;0.125
1.00;0.92;0.414634146;0.523809524;0.3;0.142857143;1.530120482;0;0.708333333
0.00;0.58;0.230769231;0.277777778;0.19047619;0.25;0.558375635;1;0.125
1.00;0.67;0.641025641;0.6;0.684210526;0.75;1.790909091;0;0.916666667
0.00;0.33;0.3;0.35;0.25;0;1.029850746;1;0.291666667
1.00;0.75;0.341463415;0.285714286;0.4;0.857142857;0.971014493;0;0.458333333
0.00;0.08;0.192307692;0.230769231;0.153846154;0.166666667;0.618320611;1;0
0.00;0.58;0.307692308;0.428571429;0.166666667;0.5;1.617283951;0;0.3
1.00;0.75;0.658536585;0.7;0.619047619;0.44;1.2;1;0.958333333
0.00;0.5;0.45;0.5;0.4;0.24;0.833333333;0;0.791666667
0.00;0.5;0.282051282;0.421052632;0.15;0.5;1.108333333;1;0.166666667
0.00;0.33;0.3;0.380952381;0.210526316;0.307692308;0.902255639;0;0.25
1.00;0.58;0.53125;0.6;0.470588235;1;1.106741573;1;0.75
0.00;1;0.5625;0.647058824;0.466666667;0;0.908629442;0;0.8
1.00;0.5;0.347826087;0.5;0.230769231;0.285714286;0.808743169;1;0.470588235
0.00;0.67;0.541666667;0.538461538;0.545454545;0.428571429;1.236486486;0;0.705882353
0.00;0.75;0.333333333;0.222222222;0.416666667;0;0.610894942;1;0.4375
1.00;0.92;0.619047619;0.636363636;0.6;0.8;1.636942675;0;0.9375
0.00;0.17;0.25;0.375;0.125;0.25;0.52284264;1;0.05
1.00;0.92;0.5;0.625;0.375;0.5;1.912621359;0;0.95
0.00;0.33;0.178571429;0.266666667;0;0.5;1.112;1;0
1.00;0.75;0.428571429;0.5;0.357142857;0.5;0.899280576;0;0.6875
0.00;0.25;0.052631579;0;0.1;1;0.5;1;0
1.00;0.17;0.210526316;0.2;0.222222222;0;2;0;0.071428571
0.00;0.58;0.296296296;0.384615385;0.214285714;0;1.043859649;1;0.166666667
0.00;0.67;0.285714286;0.2;0.384615385;0.2;0.957983193;0;0.666666667
0.00;0.25;0.484848485;0.6875;0.294117647;0.444444444;1.6;1;0.863636364
0.00;0.67;0.333333333;0.444444444;0.2;0.222222222;0.625;0;0.409090909
1.00;0.42;0.24137931;0.285714286;0.2;0.333333333;0.902912621;1;0.111111111
0.00;0.67;0.4;0.466666667;0.333333333;0.666666667;1.107526882;0;0.666666667
1.00;0.5;0.413793103;0.5;0.333333333;0.333333333;1.368932039;1;0.611111111
0.00;0.75;0.310344828;0.266666667;0.357142857;0.333333333;0.730496454;0;0.388888889
0.00;0.67;0.363636364;0.636363636;0.090909091;0;1;1;0.3
1.00;0.92;0.5;0.583333333;0.4;1;1;0;0.8
0.00;0.33;0.37037037;0.384615385;0.357142857;0.307692308;0.641025641;1;0.625
0.00;0.58;0.481481481;0.642857143;0.307692308;0.538461538;1.56;0;0.8125
1.00;0.75;0.409090909;0.6;0.25;0.285714286;1.420382166;1;0.428571429
0.00;0.33;0.260869565;0.454545455;0.083333333;0.571428571;0.704035874;0;0.285714286
1.00;0.42;0.523809524;0.619047619;0.428571429;0.32;1.217054264;1;0.833333333
0.00;0.33;0.357142857;0.380952381;0.333333333;0.32;0.821656051;0;0.416666667
0.00;0.25;0.40625;0.375;0.4375;0.395833333;1.042553191;1;0.75
0.00;0.5;0.375;0.3125;0.4375;0.458333333;0.959183673;0;0.6875
0.00;0.67;0.25;0.3125;0.1875;0.333333333;0.865671642;1;0.3
0.00;0.67;0.40625;0.470588235;0.333333333;0.333333333;1.155172414;0;0.65
1.00;0.25;0.419354839;0.6;0.25;0.285714286;1.555555556;1;0.5
0.00;0.33;0.28125;0.375;0.1875;0.285714286;0.642857143;0;0.2
1.00;0.33;0.3125;0.3125;0.3125;0.5;1.129310345;1;0.4
0.00;0.33;0.25;0.25;0.25;0.5;0.885496183;0;0.05
0.00;1;0.625;0.625;0.625;0.25;1.471014493;1;0.9
1.00;0.33;0.4375;0.625;0.25;0.5;0.679802956;0;0.55
1.00;0.83;0.5625;0.75;0.375;0.307692308;1.829787234;1;0.85
0.00;0.25;0.1875;0.25;0.125;0.230769231;0.546511628;0;0.1
1.00;0.67;0.444444444;0.461538462;0.428571429;0.428571429;1.173076923;1;0.944444444
0.00;0.58;0.296296296;0.428571429;0.153846154;0.285714286;0.852459016;0;0.611111111
0.00;0.58;0.387096774;0.533333333;0.25;0.142857143;0.845238095;1;0.6
1.00;0.75;0.483870968;0.5;0.466666667;0.714285714;1.183098592;0;0.75
0.00;0.58;0.333333333;0.6;0.066666667;0.148148148;0.695431472;1;0.388888889
1.00;0.67;0.633333333;0.6;0.666666667;0.740740741;1.437956204;0;0.833333333
1.00;0.5;0.382352941;0.294117647;0.470588235;1;1.608247423;1;0.5
0.00;0.58;0.264705882;0.352941176;0.176470588;0;0.621794872;0;0.090909091
1.00;1;0.62962963;0.692307692;0.571428571;0.5;1.531531532;1;0.9
0.00;0.42;0.185185185;0.214285714;0.153846154;0.125;0.652941176;0;0.1
1.00;0.42;0.178571429;0.333333333;0.0625;0;0.42081448;1;0
0.00;0.75;0.607142857;0.733333333;0.461538462;1;2.376344086;0;0.7
1.00;0.42;0.424242424;0.625;0.235294118;0.5;1.234782609;1;0.65
0.00;0.25;0.272727273;0.411764706;0.125;0.5;0.809859155;0;0.05
1.00;0.42;0.333333333;0.4375;0.235294118;1;1.759493671;1;0.35
0.00;0.33;0.151515152;0.294117647;0;0;0.568345324;0;0
1.00;0.58;0.441176471;0.75;0.166666667;0.363636364;1.24;1;0.727272727
0.00;0.42;0.411764706;0.529411765;0.294117647;0.272727273;0.806451613;0;0.454545455
1.00;0.75;0.3125;0.375;0.25;0.1875;0.539267016;1;0.5
0.00;0.92;0.5;0.764705882;0.2;0.604166667;1.854368932;0;0.7
1.00;0.92;0.666666667;0.714285714;0.619047619;0.394736842;2.381578947;1;0.958333333
0.00;0.58;0.261904762;0.380952381;0.142857143;0.342105263;0.419889503;0;0.166666667
0.00;0.33;0.35483871;0.4375;0.266666667;0.592592593;1.288888889;1;0.45
1.00;0.42;0.35483871;0.5;0.2;0.296296296;0.775862069;0;0.2
0.00;0.42;0.5;0.5;0.5;0.233333333;1.023668639;1;0.333333333
0.00;0.75;0.692307692;0.785714286;0.583333333;0.2;0.976878613;0;0.666666667
0.00;0.08;0.178571429;0.153846154;0.2;0.428571429;0.76344086;1;0.142857143
1.00;0.67;0.357142857;0.4;0.307692308;0.428571429;1.309859155;0;0.428571429
1.00;0.42;0.321428571;0.5;0.142857143;0.4;1.449438202;1;0.357142857
0.00;0.33;0.178571429;0.214285714;0.142857143;0.3;0.689922481;0;0.071428571
1.00;0.17;0.3125;0.375;0.25;0.5;0.704;1;0.35
0.00;0.42;0.3125;0.25;0.375;0.5;1.420454545;0;0.4
0.00;0.5;0.538461538;0.769230769;0.307692308;0.714285714;1.5625;1;0.5
0.00;0.58;0.384615385;0.615384615;0.153846154;0.19047619;0.64;0;0
1.00;0.33;0.322580645;0.5;0.133333333;0.344827586;1.345238095;1;0.4
0.00;0.5;0.258064516;0.4375;0.066666667;0.413793103;0.743362832;0;0.25
0.00;0.67;0.322580645;0.3125;0.333333333;0.333333333;1;1;0.214285714
1.00;0.67;0.387096774;0.5625;0.2;0.666666667;1;0;0.428571429
1.00;0.92;0.666666667;0.6;0.733333333;0.75;1.53;1;0.9375
0.00;0.67;0.433333333;0.466666667;0.4;0.25;0.653594771;0;0.6875
0.00;0.42;0.25;0.4;0.117647059;0.391304348;1.373626374;1;0.25
0.00;0.17;0.181818182;0.294117647;0.0625;0.304347826;0.728;0;0.05
1.00;0.58;0.4375;0.375;0.5;0.133333333;0.84939759;1;0.6
0.00;0.83;0.5;0.588235294;0.4;0.666666667;1.177304965;0;0.8
1.00;0.67;0.628571429;0.647058824;0.611111111;0;1.090909091;1;0.85
0.00;0.67;0.6;0.777777778;0.411764706;0.666666667;0.916666667;0;0.9
1.00;0.33;0.206896552;0.357142857;0.066666667;0.366666667;1.144444444;1;0.111111111
0.00;0.17;0.206896552;0.333333333;0.071428571;0.366666667;0.873786408;0;0.166666667
0.00;0.42;0.448275862;0.642857143;0.266666667;0.4;1.061403509;1;0.666666667
0.00;0.42;0.275862069;0.266666667;0.285714286;0.4;0.94214876;0;0.333333333
0.00;0.58;0.257142857;0.352941176;0.166666667;0.142857143;0.686131387;1;0.090909091
1.00;0.75;0.457142857;0.5;0.411764706;0.571428571;1.457446809;0;0.818181818
0.00;0.58;0.466666667;0.733333333;0.2;0.111111111;1.060344828;1;0.833333333
0.00;0.42;0.419354839;0.4375;0.4;0.444444444;0.943089431;0;0.722222222
0.00;0.67;0.666666667;0.8125;0.529411765;0.277777778;1.625;1;0.9
1.00;0.33;0.272727273;0.352941176;0.1875;0.361111111;0.615384615;0;0.2
0.00;0.25;0.21875;0.266666667;0.176470588;0.423076923;0.487951807;1;0.1
0.00;0.58;0.46875;0.529411765;0.4;0.423076923;2.049382716;0;0.6
1.00;0.75;0.708333333;0.818181818;0.615384615;0.285714286;1.375;1;0.928571429
0.00;0.75;0.608695652;0.727272727;0.5;0.571428571;0.727272727;0;0.785714286
1.00;1;0.615384615;0.461538462;0.769230769;0.55;1.473214286;1;0.9375
0.00;0.5;0.230769231;0.230769231;0.230769231;0.25;0.678787879;0;0.25
0.00;0.42;0.264705882;0.352941176;0.176470588;0.2;0.633507853;1;0.45
1.00;0.67;0.666666667;0.764705882;0.5625;0.6;1.578512397;0;0.9
0.00;0.83;0.625;0.75;0.5;0.535714286;1.663716814;1;0.8
1.00;0.33;0.34375;0.529411765;0.133333333;0.285714286;0.60106383;0;0.5
0.00;0.33;0.25;0.4375;0.0625;0.285714286;0.716814159;1;0.2
1.00;0.17;0.34375;0.411764706;0.266666667;0.428571429;1.395061728;0;0.4
1.00;0.33;0.277777778;0.388888889;0.166666667;1;1.092783505;1;0.285714286
0.00;0.17;0.2;0.222222222;0.176470588;0;0.91509434;0;0.238095238
1.00;0.58;0.2;0.058823529;0.333333333;0;0.958333333;1;0.095238095
0.00;0.33;0.25;0.444444444;0.055555556;1;1.043478261;0;0.142857143
0.00;0.25;0.085714286;0.117647059;0.055555556;0;0.635714286;1;0
1.00;0.67;0.514285714;0.555555556;0.470588235;1;1.573033708;0;0.761904762
0.00;0.5;0.225806452;0.266666667;0.1875;0.211538462;0.41509434;1;0.111111111
0.00;0.83;0.838709677;0.9375;0.733333333;0.538461538;2.409090909;0;0.944444444
0.00;0.58;0.290322581;0.4;0.1875;0.191489362;0.704761905;1;0.222222222
1.00;1;0.548387097;0.625;0.466666667;0.659574468;1.418918919;0;0.777777778
0.00;0.92;0.424242424;0.4375;0.411764706;0.25;0.578034682;1;0.65
1.00;0.58;0.545454545;0.588235294;0.5;0.5;1.73;0;0.75
0.00;0.42;0.333333333;0.375;0.294117647;0.363636364;1.48;1;0.6
0.00;0.25;0.151515152;0.176470588;0.125;0.363636364;0.675675676;0;0.1
1.00;0.83;0.595238095;0.619047619;0.571428571;0.75;1.190789474;1;0.916666667
0.00;0.33;0.380952381;0.5;0.25;0.25;0.839779006;0;0.625
0.00;0.33;0.142857143;0.142857143;0.142857143;0.333333333;0.56462585;1;0
1.00;0.67;0.395348837;0.545454545;0.238095238;0.666666667;1.771084337;0;0.541666667
1.00;0.58;0.34375;0.4375;0.25;0.375;1.053254438;1;0.4
0.00;0.58;0.65625;0.75;0.5625;0.45;0.949438202;0;0.9
0.00;0.42;0.375;0.5;0.25;0.4;0.65942029;1;0.25
1.00;0.42;0.375;0.5;0.25;0.4;1.516483516;0;0.55
1.00;0.67;0.1875;0.25;0.125;0.294117647;1.396825397;1;0.15
0.00;0.25;0.125;0.1875;0.0625;0.588235294;0.715909091;0;0
1.00;0.75;0.615384615;0.692307692;0.538461538;0.375;1.097402597;1;0.888888889
0.00;0.67;0.625;0.692307692;0.545454545;0.375;0.911242604;0;0.777777778
0.00;0.33;0.3;0.375;0.25;0.6;0.669856459;1;0.388888889
1.00;0.42;0.409090909;0.545454545;0.272727273;0.2;1.492857143;0;0.5
0.00;0.42;0.304347826;0.363636364;0.25;0.166666667;1.56626506;1;0.2
0.00;0.5;0.173913043;0.181818182;0.166666667;0.666666667;0.638461538;0;0
0.00;0.33;0.291666667;0.333333333;0.25;0;0.431693989;1;0.125
1.00;0.67;0.625;0.833333333;0.416666667;1;2.316455696;0;0.9375
0.00;0.83;0.418604651;0.523809524;0.318181818;0.333333333;0.752941176;1;0.75
1.00;0.83;0.534883721;0.545454545;0.523809524;0.333333333;1.328125;0;0.875
1.00;0.58;0.476190476;0.6;0.363636364;0.6;0.969230769;1;0.708333333
0.00;0.5;0.302325581;0.363636364;0.238095238;0.2;1.031746032;0;0.375
0.00;0.42;0.363636364;0.4375;0.294117647;0.375;0.763779528;1;0.55
0.00;0.58;0.393939394;0.375;0.411764706;0.3;1.309278351;0;0.75
0.00;0.5;0.333333333;0.5625;0.117647059;0.2;0.637614679;1;0.4
1.00;0.83;0.575757576;0.5625;0.588235294;0.6;1.568345324;0;0.85
1.00;0.58;0.454545455;0.5625;0.352941176;0.5;1.576923077;1;0.75
0.00;0.42;0.333333333;0.352941176;0.3125;0.333333333;0.634146341;0;0.4
0.00;0.5;0.272727273;0.375;0.176470588;0.333333333;0.659898477;1;0.15
0.00;0.83;0.606060606;0.588235294;0.625;0.333333333;1.515384615;0;0.9
1.00;0.83;0.75;0.8;0.705882353;0.266666667;1.104046243;1;0.95
0.00;0.83;0.575757576;0.764705882;0.375;0.466666667;0.895287958;0;0.85
1.00;0.33;0.272727273;0.375;0.176470588;0.222222222;1.078947368;1;0.2
0.00;0.5;0.121212121;0.176470588;0.0625;0.444444444;0.926829268;0;0
1.00;0.5;0.484848485;0.5625;0.411764706;0.3;1.127118644;1;0.65
0.00;0.58;0.303030303;0.294117647;0.3125;0.45;0.887218045;0;0.35
0.00;0.5;0.454545455;0.625;0.294117647;0.4;0.95862069;1;0.55
0.00;0.58;0.454545455;0.411764706;0.5;0.333333333;1.043165468;0;0.7
0.00;0.42;0.272727273;0.375;0.176470588;0.37037037;0.9453125;1;0.375
0.00;0.42;0.4375;0.625;0.25;0.296296296;1.05785124;0;0.5
0.00;0.33;0.242424242;0.25;0.235294118;0;1;1;0.05
1.00;0.42;0.424242424;0.529411765;0.3125;0.333333333;1;0;0.6
0.00;0.67;0.321428571;0.285714286;0.357142857;0.333333333;1.075268817;1;0.555555556
0.00;0.25;0.214285714;0.333333333;0.076923077;0.333333333;0.93;0;0.055555556
0.00;0.5;0.285714286;0.428571429;0.142857143;0.6;0.787878788;1;0.444444444
0.00;0.42;0.285714286;0.285714286;0.285714286;0;1.269230769;0;0.333333333
0.00;0.67;0.357142857;0.285714286;0.428571429;0.4;1.032;1;0.611111111
1.00;0.83;0.464285714;0.5;0.428571429;0.4;0.968992248;0;0.944444444
0.00;0.33;0.333333333;0.5;0.176470588;0.666666667;0.87628866;1;0.3
0.00;0.5;0.181818182;0.235294118;0.125;0.333333333;1.141176471;0;0.1
0.00;0.58;0.428571429;0.647058824;0.222222222;0.347826087;0.867549669;1;0.727272727
1.00;0.5;0.4;0.666666667;0.117647059;0.434782609;1.152671756;0;0.5
1.00;0.42;0.366666667;0.466666667;0.266666667;0.277777778;1.3;1;0.555555556
0.00;0.5;0.166666667;0.133333333;0.2;0.555555556;0.769230769;0;0.222222222
0.00;0.58;0.333333333;0.6;0.066666667;0.304347826;1.028037383;1;0.222222222
0.00;0.75;0.4;0.466666667;0.333333333;0.260869565;0.972727273;0;0.666666667
0.00;0.17;0.322580645;0.3125;0.333333333;0.461538462;0.871621622;1;0.263157895
0.00;0.5;0.344827586;0.5;0.2;0.461538462;1.147286822;0;0.157894737
0.00;0.42;0.3125;0.375;0.25;0.2;0.891156463;1;0.263157895
0.00;0.75;0.3125;0.5;0.125;0.466666667;1.122137405;0;0.157894737
1.00;0.58;0.304347826;0.181818182;0.416666667;0.571428571;1.276422764;1;0.4375
0.00;0.5;0.318181818;0.363636364;0.272727273;0.285714286;0.78343949;0;0.3125
0.00;0.25;0.210526316;0.111111111;0.3;0.272727273;0.483695652;1;0.214285714
1.00;0.83;0.421052632;0.444444444;0.4;0.272727273;2.06741573;0;0.571428571
0.00;0.25;0.117647059;0.117647059;0.117647059;0.2;0.344978166;1;0
0.00;0.92;0.588235294;0.647058824;0.529411765;0.6;2.898734177;0;0.85
0.00;0.25;0.294117647;0.352941176;0.235294118;0.307692308;1.169811321;1;0.4
0.00;0.42;0.235294118;0.294117647;0.176470588;0.461538462;0.85483871;0;0.2
0.00;0.25;0.372093023;0.428571429;0.318181818;0.166666667;0.762820513;1;0.5
1.00;0.58;0.534883721;0.636363636;0.428571429;0.666666667;1.31092437;0;0.833333333
0.00;0.25;0.209302326;0.380952381;0.045454545;0.482758621;0.464088398;1;0.166666667
1.00;0.92;0.674418605;0.727272727;0.619047619;0.275862069;2.154761905;0;0.958333333
1.00;0.25;0.348837209;0.380952381;0.318181818;0.4;1.2;1;0.416666667
0.00;0.42;0.19047619;0.181818182;0.2;0.4;0.833333333;0;0.083333333
1.00;0.75;0.395348837;0.380952381;0.409090909;0.4;1.087301587;1;0.583333333
0.00;0.42;0.325581395;0.5;0.142857143;0.3;0.919708029;0;0.375
0.00;0.42;0.395348837;0.523809524;0.272727273;0.266666667;0.939597315;1;0.541666667
0.00;0.5;0.255813953;0.318181818;0.19047619;0.4;1.064285714;0;0.25
0.00;0.67;0.348837209;0.285714286;0.409090909;0;0.682051282;1;0.416666667
1.00;0.75;0.642857143;0.590909091;0.7;1;1.466165414;0;0.958333333
0.00;0.67;0.238095238;0.25;0.227272727;0.333333333;0.842519685;1;0.125
0.00;0.42;0.414634146;0.4;0.428571429;0.5;1.186915888;0;0.583333333
1.00;0.25;0.255813953;0.285714286;0.227272727;0.230769231;0.705426357;1;0.083333333
0.00;0.67;0.43902439;0.545454545;0.315789474;0.615384615;1.417582418;0;0.708333333
0.00;0.25;0.279069767;0.19047619;0.363636364;0.285714286;0.784615385;1;0.333333333
1.00;0.58;0.325581395;0.409090909;0.238095238;0.142857143;1.274509804;0;0.541666667
1.00;0.58;0.325581395;0.380952381;0.272727273;0.555555556;1.357142857;1;0.291666667
0.00;0.42;0.214285714;0.285714286;0.142857143;0.333333333;0.736842105;0;0.166666667
0.00;0.17;0.176470588;0.294117647;0.058823529;0.318181818;0.91;1;0.05
0.00;0.83;0.411764706;0.411764706;0.411764706;0.409090909;1.098901099;0;0.65
1.00;0.75;0.484848485;0.764705882;0.1875;0.644444444;1.516129032;1;0.7
0.00;0.33;0.242424242;0.375;0.117647059;0.155555556;0.659574468;0;0.3
1.00;0.67;0.393939394;0.470588235;0.3125;0.233333333;1.371134021;1;0.7
0.00;0.5;0.303030303;0.294117647;0.3125;0.466666667;0.729323308;0;0.65
1.00;0.75;0.363636364;0.375;0.352941176;0.529411765;1.402439024;1;0.55
0.00;0.08;0.242424242;0.352941176;0.125;0.235294118;0.713043478;0;0.1
0.00;0.42;0.363636364;0.4375;0.294117647;0.368421053;0.378205128;1;0.45
1.00;0.92;0.848484848;1;0.6875;0.385964912;2.644067797;0;0.95
1.00;0.25;0.121212121;0.1875;0.058823529;0.272727273;0.335164835;1;0
0.00;0.58;0.363636364;0.470588235;0.25;0.454545455;2.983606557;0;0.45
0.00;0.08;0.151515152;0.25;0.058823529;0.304347826;0.736263736;1;0.05
1.00;0.42;0.363636364;0.470588235;0.25;0.391304348;1.358208955;0;0.25
0.00;0.58;0.636363636;0.75;0.529411765;0.452380952;1;1;0.9
0.00;1;0.515151515;0.529411765;0.5;0.261904762;1;0;0.75
0.00;0.58;0.428571429;0.5;0.352941176;0.2;0.662251656;1;0.727272727
0.00;1;0.542857143;0.722222222;0.352941176;0.5;1.51;0;0.909090909
0.00;0.25;0.4;0.529411765;0.277777778;1;1.127906977;1;0.454545455
0.00;0.33;0.142857143;0.235294118;0.055555556;0;0.886597938;0;0.045454545
0.00;0.33;0.428571429;0.705882353;0.166666667;0.5;1.116666667;1;0.636363636
0.00;0.42;0.257142857;0.388888889;0.117647059;0.5;0.895522388;0;0.136363636
0.00;0.5;0.382352941;0.411764706;0.352941176;0;0.903225806;1;0.55
0.00;0.75;0.558823529;0.705882353;0.411764706;0.6;1.107142857;0;0.8
1.00;0.42;0.235294118;0.294117647;0.176470588;0.181818182;1.27027027;1;0.2
0.00;0.67;0.264705882;0.176470588;0.352941176;0.636363636;0.787234043;0;0.35
0.00;0.42;0.323529412;0.352941176;0.294117647;0.171428571;0.84496124;1;0.4
1.00;0.33;0.441176471;0.470588235;0.411764706;0.628571429;1.183486239;0;0.65
1.00;0.42;0.441176471;0.647058824;0.235294118;0.304347826;1.704545455;1;0.6
0.00;0.25;0.264705882;0.294117647;0.235294118;0.326086957;0.586666667;0;0.3
0.00;0.67;0.323529412;0.411764706;0.235294118;0.21875;0.577868852;1;0.5
1.00;0.75;0.588235294;0.529411765;0.647058824;0.4375;1.730496454;0;0.8
0.00;0.42;0.4375;0.6875;0.1875;0.090909091;0.885496183;1;0.833333333
0.00;0.5;0.5;0.5625;0.4375;0.363636364;1.129310345;0;0.944444444
1.00;0.75;0.5;0.611111111;0.388888889;0.222222222;1.136054422;1;0.909090909
0.00;0.5;0.388888889;0.555555556;0.222222222;0.5;0.880239521;0;0.5
1.00;0.33;0.35483871;0.6;0.125;0.444444444;1;1;0.444444444
0.00;0.5;0.225806452;0.375;0.066666667;0.333333333;1;0;0.166666667
0.00;0.58;0.457142857;0.588235294;0.333333333;0.454545455;0.797202797;1;0.8
1.00;0.5;0.457142857;0.555555556;0.352941176;0.454545455;1.254385965;0;0.75
1.00;0.25;0.228571429;0.333333333;0.117647059;0;0.476439791;1;0.3
0.00;0.83;0.685714286;0.777777778;0.588235294;1;2.098901099;0;0.9
0.00;0.42;0.444444444;0.555555556;0.333333333;0.489795918;0.965277778;1;0.75
1.00;0.25;0.388888889;0.388888889;0.388888889;0.224489796;1.035971223;0;0.625
0.00;0.58;0.416666667;0.555555556;0.277777778;0.571428571;1;1;0.5
1.00;0.5;0.444444444;0.555555556;0.333333333;0;1;0;0.7
1.00;0.83;0.472222222;0.444444444;0.5;1;1.282051282;1;0.8
0.00;0.33;0.222222222;0.222222222;0.222222222;0;0.78;0;0.05
0.00;0.42;0.305555556;0.333333333;0.277777778;0.238095238;0.899280576;1;0.3
1.00;0.75;0.472222222;0.666666667;0.277777778;0.19047619;1.112;0;0.75
0.00;0.33;0.361111111;0.388888889;0.333333333;0.333333333;0.829268293;1;0.45
0.00;0.67;0.555555556;0.777777778;0.333333333;0.444444444;1.205882353;0;0.85
1.00;0.17;0.277777778;0.333333333;0.222222222;0.363636364;1.17;1;0.3
0.00;0.67;0.314285714;0.388888889;0.235294118;0.454545455;0.854700855;0;0.5
0.00;0.25;0.314285714;0.352941176;0.277777778;0.307692308;1.138211382;1;0.55
1.00;0.33;0.228571429;0.352941176;0.111111111;0.461538462;0.878571429;0;0.25
1.00;0.33;0.25;0.333333333;0.166666667;0.428571429;1.519480519;1;0.35
0.00;0.17;0.228571429;0.352941176;0.111111111;0.285714286;0.658119658;0;0.15
0.00;0.67;0.361111111;0.555555556;0.166666667;0.428571429;1.17;1;0.6
0.00;0.25;0.171428571;0.222222222;0.117647059;0.314285714;0.854700855;0;0.1
1.00;0.33;0.25;0.375;0.125;0.428571429;0.639455782;1;0.333333333
0.00;0.33;0.28125;0.4375;0.125;0.285714286;1.563829787;0;0.388888889
0.00;0.58;0.3125;0.3125;0.3125;0.4;0.9765625;1;0.444444444
1.00;0.58;0.375;0.5625;0.1875;0.4;1.024;0;0.5
1.00;0.75;0.571428571;0.588235294;0.555555556;0.397058824;0.77027027;1;0.75
0.00;0.67;0.555555556;0.611111111;0.5;0.338235294;1.298245614;0;0.85
0.00;0.42;0.5;0.52173913;0.47826087;0.428571429;1.042857143;1;0.875
1.00;0.5;0.434782609;0.52173913;0.347826087;0.357142857;0.95890411;0;0.833333333
0.00;0.08;0.142857143;0.235294118;0.055555556;0.333333333;0.578947368;1;0.05
1.00;0.58;0.371428571;0.5;0.235294118;0.444444444;1.727272727;0;0.6
0.00;0.33;0.515151515;0.529411765;0.5;0.24137931;1.042253521;1;0.8125
0.00;0.83;0.575757576;0.705882353;0.4375;0.448275862;0.959459459;0;0.9375
1.00;0.25;0.32;0.5;0.153846154;0;1.047619048;1;0.5
0.00;0.5;0.24;0.461538462;0;1;0.954545455;0;0.125
0.00;0.25;0.225806452;0.4;0.0625;0.378378378;0.949579832;1;0.055555556
1.00;0.58;0.290322581;0.4375;0.133333333;0.378378378;1.053097345;0;0.166666667
0.00;0.58;0.62962963;0.769230769;0.5;0.333333333;1.188679245;1;0.875
1.00;0.92;0.592592593;0.785714286;0.384615385;0.333333333;0.841269841;0;0.8125
0.00;0.58;0.375;0.5;0.25;0.125;0.680672269;1;0.666666667
0.00;0.67;0.375;0.25;0.5;0.5625;1.469135802;0;0.5
0.00;0.25;0.314285714;0.470588235;0.166666667;0.4;0.855670103;1;0.2
1.00;0.75;0.257142857;0.333333333;0.176470588;0.266666667;1.168674699;0;0.15
0.00;0.42;0.405405405;0.666666667;0.157894737;0.153846154;0.811764706;1;0.545454545
1.00;0.75;0.513513514;0.631578947;0.388888889;0.615384615;1.231884058;0;0.909090909
0.00;0.25;0.214285714;0.357142857;0.071428571;0.3125;1.07;1;0.125
1.00;0.58;0.321428571;0.4;0.230769231;0.4375;0.934579439;0;0.3125
0.00;0.5;0.419354839;0.533333333;0.3125;0.555555556;1.371681416;1;0.611111111
0.00;0.33;0.322580645;0.375;0.266666667;0.222222222;0.729032258;0;0.388888889
0.00;0.17;0.222222222;0.352941176;0.105263158;0.230769231;0.75;1;0.1
1.00;0.33;0.166666667;0.222222222;0.111111111;0.461538462;1.333333333;0;0.15
0.00;0.67;0.481481481;0.538461538;0.428571429;0.466666667;1.080291971;1;0.666666667
0.00;0.33;0.37037037;0.428571429;0.307692308;0.233333333;0.925675676;0;0.333333333
0.00;0.25;0.222222222;0.384615385;0.071428571;0.285714286;0.661835749;1;0.0625
1.00;0.67;0.518518519;0.571428571;0.461538462;0.714285714;1.510948905;0;0.6875
0.00;0.33;0.24;0.416666667;0.076923077;0;0.630434783;1;0.1875
